netuid,name,burn_pct,registration_cost,active_miners,prune_rank,repo_url,last_commit_iso,clone_state,min_compute_present,gpu_required,gpu_vram_gb,gpu_evidence,runtime,setup_complexity,notes
78,Vocence,0.0,0.0005,1,unknown,https://github.com/vocence-78/vocence,2026-07-18T03:06:49-04:00,populated,False,yes,16,miner_sample/example_repo/chute_config.yml:12,docker,med,"Miner sample deployment config pins gpu_count: 1 and min_vram_gb_per_gpu: 16 (miner_sample/example_repo/chute_config.yml:11-12), with device_preference: cuda (vocence_config.yaml:9) and torch/transformers/accelerate in the image build. The GPU is rented on Chutes rather than run locally -- miners host a TTS chute that validators call at /speak. Only 1 active miner. REWORKED: prune_rank null -> 'unknown' (upstream dereg.prune_rank is null because the subnet is inside its immunity window: dereg.is_immune true, risk_level 'immune', immunity ends 2026-08-12)."
85,Vidaio,0.0,0.0005,10,60,https://github.com/vidaio-subnet/vidaio-subne,2026-08-10T11:41:51+01:00,populated,False,yes,16,docs/miner_setup.md:20,docker,high,"docs/miner_setup.md:19-20 requires 'NVIDIA RTX 4090 or higher' and 'At least 16 GB per GPU' VRAM; line 22 requires NVIDIA drivers + nvidia-container-toolkit; line 41 uses 'docker run --gpus all nvidia/cuda:12.4.1-base-ubuntu22.04'. Validator is heavier (docs/validator_setup.md:11 RTX A6000 48 GB, 30 cores). Docker Compose + custom CUDA/VMAF ffmpeg images (vmaf_utils/Dockerfile.ffmpeg); competition mode runs on Modal sandboxes with an L4/L40S/RTX-PRO-6000 allowlist."
32,ItsAI,0.0,0.011905768,238,27,https://github.com/It-s-AI/llm-detection,2026-07-23T20:48:16+03:00,populated,True,yes,24,min_compute.yml:25,python,med,"min_compute.yml:24 miner gpu required: True, min_vram 24 GB (line 25), recommended NVIDIA RTX 4090 (line 30), 24 GB RAM (line 33). Validator is much heavier: min_vram 80 GB / A100 (lines 60, 65). Python setup (requirements.txt, setup.py, run.sh, scripts/); no Dockerfile. Highest active_miners in the batch at 238."
53,engy,0.0,0.000553719,103,104,https://github.com/hanlinai/engy,2026-07-30T00:37:29+08:00,populated,False,yes,24,"docs/MINER.md:68 (""Reference config - 4 x RTX 4090 (24 GB), Qwen3.6-35B-A3B-FP8""); docs/ANNOUNCEMENT.md:39 (""~35 GB of weights plus KV cache: 2x RTX 4090 or 2x RTX 5090"")",python,high,"Miner serves an FP8 open model via sglang with TOPLOC proofs; needs FP8-capable NVIDIA (Ada/Hopper/Blackwell), multi-GPU. 24 GB is the per-card figure in the reference config, not a single-card floor. Light validator is CPU-only (docs/VALIDATOR.md:9) but that is the validator role."
96,Verathos,41.12306401159685,0.1,55,78,https://github.com/verathos-ai/verathos,2026-08-10T08:32:26+02:00,populated,True,yes,24,"min_compute.yml:18 (miner gpu required: true), min_compute.yml:19 (min_vram: 24)",python,med,"Miner serves inference and must run on a 24GB+ NVIDIA GPU (CUDA 12.8+, 32GB RAM, 100GB disk); validator explicitly gpu required: false (min_compute.yml:43). install.sh + pyproject + pm2 ecosystem example. 55 active miners, 41% burn - the most contested subnet in this batch."
102,ConnitoAI,25.064469367513542,0.016958142,8,80,https://github.com/Connito-AI/Connito,2026-07-31T19:01:43-04:00,populated,False,yes,24,"docs/miner-faq/faq.md:249 (""A 24 GB consumer GPU (3090 / 4090) is a reasonable minimum""); docs/miner-faq/architecture.md:34 (miner = one GPU); docs/miner-faq/miner-config.md:140 (single-GPU only)",python,high,"Collaborative MoE LLM training across distributed expert groups. Miner runs a single-GPU training loop (connito/miner/train.py, torch, device=cuda per pyproject.toml:77); validator ships a nvidia/cuda:12.4.1 Docker image needing NVIDIA Container Toolkit and a 40GB A100/H100. Also needs an HF_TOKEN with access to the gated nvidia/Nemotron-CC-Math-v1 dataset. Stalest repo in batch (last commit 2026-07-31), 25% burn."
106,Nodexo,0.0,0.0005,23,24,https://github.com/nodexo-ai/nodexo,2026-07-23T15:10:03+02:00,populated,False,yes,24,"README.md:42 (miner minimum = Ubuntu/Debian GPU host, supported NVIDIA GPU, working nvidia-smi); docs/SUPPORTED_GPUS.md:15 (lowest accepted model: NVIDIA GeForce RTX 4090, 24 GB)",python,high,"GPU rental marketplace with zkGEMM proofs. Miner setup hard-stops unless the detected GPU model/count matches calibrated timing policy - only H100 80GB, A100 80GB (SXM4/PCIe), RTX A6000 48GB and RTX 4090 24GB accepted today. Also needs Docker, a public API port and a rental TCP port range reachable from validators/renters. Cheapest registration in batch (0.0005 TAO) but the hardware gate is the real cost."
117,glyph,0.0,0.999999999,1,7,https://github.com/glyph-research/glyph-subne,2026-07-24T15:44:00+05:30,populated,False,yes,24,"docs/MINING.md:34 (""resource caps enforced during evaluation: <= 24 GiB VRAM""); README.md:8 and docs/VALIDATING.md:8 (eval runs in local Docker on an RTX 4090, nvidia-container-toolkit required)",docker,high,"Lossless neural text-compression king-of-the-hill. Miner ships one permanent codec (optionally its own digest-pinned Docker image); codec runs GPU/RAM-capped in sandbox. Also requires chain-locked alpha conviction (btcli lock add). 24 GiB is the enforced eval VRAM cap, not a stated minimum."
34,BitMind,0.0,0.5,108,93,https://github.com/BitMind-AI/bitmind-subne,2026-07-24T15:45:35-07:00,populated,True,yes,80,min_compute.yml:20,docker,high,"min_compute.yml only specifies a validator block: gpu required True, min_vram 80 (A100 80GB). No miner compute_spec block; header comment (min_compute.yml:1-4) says miner needs vary by model and a GPU is likely for training. Docker + install.sh + uv lockfile."
17,404—GEN,0.0,0.0005,1,83,https://github.com/404-Repo/404-gen-subne,2026-08-05T17:17:50+03:00,populated,False,yes,141,miner-reference/README.md:240,docker,high,"Miner must ship a reproducible Docker image; verification pods are 4x H200 SXM (141 GB per GPU, ~564 GB total) or 4x RTX PRO 6000 (96 GB). miner-reference/docker/Dockerfile:1 uses pytorch/pytorch:2.5.1-cuda12.4. Multi-service repo (orchestrator, judge, render, weights-setter) plus vendored node_modules."
1,Apex,52.71992065308614,0.0005,2,76,https://github.com/macrocosm-os/apex,2026-08-07T19:46:27Z,populated,False,no,unknown,shared/competition/src/competition/text_clustering/README.md:69,python,low,"Competition platform: solvers install the uv-based `apex` CLI (install_cli.sh) and submit solution files; evaluation runs in validator-side sandboxes. text_clustering competition sandbox is explicitly 'CPU only - no GPU available'. Separate aurelius_steering competition is scored on a validator-provisioned GPU fleet (shared/competition/src/competition/aurelius_steering/README.md:67), not on miner hardware. Only 2 active miners, 52.7% burn."
2,DSperse,82.64591439688715,0.0005,12,43,https://github.com/inference-labs-inc/subnet-2,2026-08-10T19:40:02Z,populated,False,no,unknown,README.md:24,docker,med,"Rust binaries (sn2-miner/sn2-validator) with docker compose as the recommended path, or prebuilt binary + PM2. README.md:24 states zk proving is CPU-intensive and 'open[s] the opportunity for non-GPU miners to participate'. Miner hardware table (README.md:239-243) lists only CPU 8-core 3.2GHz / 32GB RAM / storage, no GPU row. Highest burn in batch at 82.6%; real work is building circuitizable zk-ML models."
3,deprecated,0.0,0.022940962,5,102,unknown,unknown,missing,False,unknown,unknown,none,unknown,unknown,"REWORKED: repo_url was the non-resolvable placeholder 'https://github.com/username/repo' -> 'unknown'; it is not a real repo, so it must not be recorded as one. clone_state re-verified by SSH on 2026-08-11: `ls -la ~/atlas/var/fleet/clones/3` returned 'No such file or directory', so clone_state stays 'missing' and is accurate. Subnet name is 'deprecated'; nothing was ever cloned and nothing is inspectable, so all repo-derived fields remain 'unknown' (setup_complexity intentionally 'unknown' rather than a low/med/high value)."
4,Targon,6.73685816739147,0.0005,5,107,https://github.com/manifold-inc/targon,2026-07-16T17:28:35-05:00,populated,False,yes,unknown,docs/miner/miner.md:24,other,high,"Go codebase; mining requires installing TargonOS, a signed purpose-built OS that wipes every eligible disk on dedicated bare metal (docs/miner/miner.md:57-59). Auction classes are TDX-VM-NVIDIA-H200 (line 24) and TDX-VM-NVIDIA-B200 (line 30) with min_cluster_size 8, i.e. datacenter confidential-compute GPU fleets. No VRAM figure stated in-repo. Not viable for small operators."
5,Hone,42.36820019836728,0.076992543,239,94,https://github.com/manifold-inc/hone,2026-01-29T12:49:21-05:00,populated,False,no,unknown,README.md:3,docker,med,"ARC-AGI-2 solver competition. README.md:3: miners do not run solvers directly, they point to a git repo whose solution is executed in a validator-operated secure GPU sandbox, so no miner-side GPU is strictly needed. However README.md:99 lists 'NVIDIA GPU + drivers (for sandbox runner / local testing)' and README.md:593 sets MINER_WEIGHT_CLASS default 1xH200 for the validator-side allocation; sandbox_runner/README.md:58-59 documents an 8x H200 pool. Local iteration effectively wants a GPU. Clone is stale (last commit 2026-01-29) relative to the rest of the batch."
6,Numinous,0.0,0.2,19,22,https://github.com/numinouslabs/numinous,2026-08-07T15:38:17-03:00,populated,False,no,unknown,CHANGELOG.md:252,python,low,"Forecasting subnet. Mining = writing an agent run by the validator sandbox; docs/miner-setup.md:45-51 lists only Python 3.11+, an editor, the numi CLI and gateway API keys as system requirements. CHANGELOG.md:252 records that torch was switched to the CPU version to shrink the env. Validator specs (docs/validator-setup.md:22-28) are CPU/RAM/disk only. Ongoing cost is LLM API keys (OpenAI/OpenRouter etc), not hardware. 0% burn, 19 miners, best prune_rank in batch (22)."
8,Vanta,0.0,0.0005,36,103,https://github.com/taoshidev/vanta-network,2026-08-10T18:06:26-04:00,populated,False,no,unknown,docs/miner.md:506,python,low,"Proprietary trading signals network. docs/miner.md:505-506 states '2 vCPU + 8 GB memory' and 'Run the miner using CPU'. Python 3.10 + requirements.txt (no torch), run.sh / pm2. Infrastructure is trivial; the difficulty is entirely the trading strategy and live market data feeds (MT5, CB Pro/Binance per docs/miner.md), plus a collateral SDK dependency."
11,TrajectoryRL,0.0,0.02,1,73,https://github.com/trajectoryRL/trajectoryRL,2026-08-02T18:17:18+08:00,populated,False,no,unknown,README.md:112,python,low,"Mining = authoring a SKILL.md pack, uploading it to any HTTP endpoint and committing on-chain. README.md:49 and README.md:112 both state 'No GPU, no server, no uptime required'. Miner Dockerfile is python:3.10-slim (docker/Dockerfile.miner:6). Local eval needs Docker, an LLM API key and ~10GB disk (README.md:143). Only 1 active miner, 0% burn."
13,Data Universe,70.68436713206684,0.04816597,239,65,https://github.com/macrocosm-os/data-universe,2026-08-05T23:05:18+03:00,populated,False,no,unknown,docs/miner.md:9,python,med,"docs/miner.md:9: 'Miners do not require a GPU and should be able to run on a low-tier machine, as long as it has sufficient network bandwidth and disk space.' requirements.txt:11 pins torch==2.7.1 but with no CUDA/+cu marker. Complexity comes from scraping credentials and storage: Apify, Reddit (asyncpraw), YouTube API, HuggingFace uploads, S3 validation, plus dynamic desirability tuning. 70.7% burn with 239 miners means a crowded field."
15,ORO,0.0,0.255751564,81,99,https://github.com/ORO-AI/oro,2026-08-06T01:42:22-07:00,populated,False,no,unknown,docker/validator/pyproject.toml:24,docker,med,"Shopping-agent benchmark. Miners submit a Python agent with agent_main(); validators execute it in a Docker sandbox built from python:3.10-slim with no CUDA (docker/sandbox/Dockerfile:1). docker/validator/pyproject.toml:24-29 pins torch to the explicit 'pytorch-cpu' index, i.e. CPU-only wheels. Validator needs 16+ GB RAM, 32 recommended (README.md:44); no GPU line anywhere and no GPU reservations in docker-compose.yml. Highest registration cost in batch (0.2558), 0% burn, 81 miners."
16,TC,0.0,0.999999999,1,unknown,https://github.com/fast-thinker/fast-thinker,2026-07-17T02:33:42+07:00,populated,False,unknown,unknown,none,python,med,"REWORKED: prune_rank null -> 'unknown' (upstream dereg.prune_rank is null because the subnet is inside its immunity window: dereg.is_immune true, risk_level 'immune', immunity ends 2026-10-20). GPU re-decided: the prior citation README.md:25 'A CUDA-capable Linux host for validator inference' is validator-scoped, and CONTRIBUTING.md:21 states 'Validator-only dependencies are GPU- and platform-sensitive'; the miner extra is bittensor-only (pyproject.toml:45-49) and the documented miner path is `thinker-miner submit` of a prebuilt LoRA adapter (README.md:62). No line anywhere in the clone states a miner-side GPU requirement, so gpu_required/gpu_vram_gb -> 'unknown', gpu_evidence -> 'none'. Adapter training is presumably GPU work but happens off-repo and is not cited. LoRA-adapter submission subnet (uv/pyproject, no Docker)."
19,blockmachine,37.02143892576486,0.1,31,87,https://github.com/taostat/blockmachine,2026-07-27T13:59:54+12:00,populated,False,unknown,unknown,none,unknown,unknown,"Pointer-only repo: clone contains just .git and a 22-line README.md. Actual code lives in taostat/blockmachine-miner and taostat/blockmachine-validator, which are not in this clone. No hardware, runtime, or dependency information available locally."
21,AdTAO,45.12245365072099,0.1,117,26,https://github.com/ippcteam/SN21-adtao,2026-08-09T22:00:05+05:00,populated,True,no,unknown,min_compute.yml:21,python,med,min_compute.yml:21 miner gpu required: False ('Reference baseline runs on CPU; GPU optional for larger models'); validator False at line 50. README.md:281 'GPU | Not required | Optional (larger models)' and README.md:284 agree. Miner path is pip install -e . plus scripts; Dockerfiles exist only under deploy/ and reference_model/. Freshest clone in this batch.
22,Desearch,51.53734645609216,0.0005,43,32,https://github.com/datura-ai/desearch,2026-07-22T17:00:12+04:00,populated,True,unknown,unknown,none,python,med,"min_compute.yml has NO gpu section at all (miner spec is cpu/memory/storage/os only, lines 13-36: 2 cores, 8 GB RAM, 48 GB SSD) so no citable GPU line exists in either direction. Whole-repo grep found no cuda/nvidia/vllm/VRAM hits (only an unrelated string in desearch/dataset/dataset.py:545 and a torch extra in utility-api/poetry.lock:406). Python + PM2 (requirements.txt, setup.py, run.sh); separate FastAPI utility-api with its own Dockerfile. Miner needs .env plus manifest.json."
26,Perturb,50.167086289768825,0.1,10,unknown,https://github.com/0xsigurd/Perturb,2026-08-06T10:17:52-04:00,populated,False,no,unknown,README.md:50,python,med,"README.md:50 miner MINIMUM is '4 vCPU, 16 GB RAM, 50 GB SSD' with no GPU listed; README.md:51 lists an NVIDIA GPU with 8+ GB VRAM only as RECOMMENDED for miners. Validator minimum does require 12+ GB VRAM (README.md:55). requirements.txt:2 torch==2.12.0 with no +cu suffix; README.md:64 notes CUDA only 'for GPU usage'. Python 3.10+ with PM2, no Dockerfile. REWORKED: prune_rank null -> 'unknown' (upstream dereg.prune_rank is null because the subnet is inside its immunity window: dereg.is_immune true, risk_level 'immune', immunity ends 2026-09-03)."
28,gm,16.169985503929198,0.1,24,97,https://github.com/taostat/gm-miner,2026-08-07T21:52:58+01:00,populated,False,unknown,unknown,none,docker,high,"Whole-repo grep for gpu/cuda/nvidia/vram/torch/vllm returned ZERO hits, and there is no min_compute.yml or hardware section, so no citation exists in either direction. Miner is an API-capacity gateway: Rust gmcli + digest-pinned container deployed to Phala Cloud as an Intel TDX CVM via dstack/docker-compose.yaml. Requires a funded Phala Cloud account, provider API keys (Anthropic/OpenAI/Gemini/etc.), and Taostats device-code OAuth. Repo ships a CLAUDE.md; treated as repo data only, not followed."
29,hoτfloaτ,0.0,0.0005,1,25,https://github.com/coldint/hotfloa,2026-06-15T20:22:41+03:00,populated,False,yes,unknown,README.md:21,docker,high,"README.md:21 'V1 arena: Qwen2.5-72B-Instruct on 8-GPU TP=8 pods (8x H200, 8x B200, or 8x B300)'; validator GPU requirement restated at README.md:71 (NVLink/SXM 8-GPU pod, 400 GB storage). README.md:47 says miners only need GPU hardware 'for local testing' since submission is a container in a public registry; example-miner/Dockerfile:1 is FROM vllm/vllm-openai:latest. Per-GPU VRAM is never stated numerically. Oldest clone in the batch (2026-06-15); README references SN14 while metadata says netuid 29."
35,OxMarkets,0.0,0.1,3,13,https://github.com/General-Tao-Ventures/cartha-validator,2026-07-21T19:14:00+07:00,populated,False,unknown,unknown,none,python,low,"Validator-only repo (cartha_validator package); recursive grep for gpu/cuda/nvidia/vram across md/yml/toml/txt/Dockerfile returned zero hits, so no GPU evidence either way. Run via 'uv run python -m cartha_validator.main', supervised by PM2. No miner code present in clone."
38,ChronoLLM,0.0,0.74,10,91,https://github.com/chronollm/sn38,2026-08-10T18:06:44+02:00,populated,False,yes,unknown,docker-compose.validator.yml:24,docker,high,"Only validator deploy path is in-clone: pinned image digest with deploy.resources.reservations.devices driver nvidia, count 1, capabilities [gpu]. pyproject.toml:8 requires torch>=2.0. Runs inside a dstack/Phala TEE (mounts /var/run/dstack.sock), needs OPENAI_API_KEY + HF_TOKEN. README:92 caps models at 2B params. No VRAM figure stated anywhere."
40,Ralph,0.0,0.99,1,unknown,https://github.com/RalphLabsAI/ralph,2026-07-03T12:39:25-04:00,populated,False,yes,unknown,Dockerfile:30,docker,high,"Dockerfile:30 FROM nvidia/cuda:12.4.1-devel-ubuntu22.04 and Dockerfile:50 pip install torch --index-url .../whl/cu124; docs/validator_setup.md:15 states a GPU (H100/H200) is needed for hidden-eval. docs/whitepaper_v1.2_updates.md:74 requires a confidential-computing-capable H100/H200/B200 under Intel TDX or AMD SEV-SNP for every scored miner run, so consumer GPUs are excluded (whitepaper_v1.2_updates.md:104). 80 GB VRAM appears only as the hardware of a calibration run (docs/recipe/s3_wall_clock_calibration.md:13), not as a stated minimum, so vram left unknown. README:109 offers a CPU-only smoke test but that is not a mining path. REWORKED: prune_rank null -> 'unknown' (upstream dereg.prune_rank is null because the subnet is inside its immunity window: dereg.is_immune true, risk_level 'immune', immunity ends 2026-10-13)."
41,Almanac,72.50476844434272,0.1,65,56,https://github.com/corvxai/almanac,2026-08-06T12:48:22-05:00,populated,False,no,unknown,README.md:87,docker,med,"README.md:87 'No GPU is required - LLM inference is remote via the central gateway'; hardware table README.md:97 lists GPU None/None, 4-8 vCPU, 8-32 GB RAM, 50-100 GB SSD. Docker Engine + Compose plugin, amd64 Linux required, PM2 supervision. Needs WANDB_API_KEY and outbound access to api.almnc.ai."
43,Graphite,79.64446478980697,0.1,10,61,https://github.com/GraphiteAI/Graphite-Subne,2025-10-12T23:50:32+08:00,populated,True,no,unknown,min_compute.yml:21,python,low,"min_compute.yml:21 miner gpu required False (validator also False at :48); 4 cores / 8 GB RAM / 10 GB disk. Plain pip requirements.txt + neurons/, run.sh wraps PM2 with auto-update. Clone is stale: last commit 2025-10-12, ~10 months old."
48,Quantum Compute,0.0,0.0005,6,46,https://github.com/qbittensor-labs/quantum-compute,2026-07-06T19:16:21-05:00,populated,True,no,unknown,min_compute.yml:25,python,high,"GPU is irrelevant here: min_compute.yml:25 sets validator gpu required False, and the miner block (min_compute.yml:16) declares only 'qpu: qpu'. README states miners must own/operate a physical gate-based quantum computer (OpenQASM 2.0/3.0) or hold a documented partnership with an operator, and onboarding goes through support@openquantum.com. Effectively not minable without QPU access despite trivial 0.0005 TAO registration. Plain pip requirements.txt + neurons/."
49,Nepher Robotics,0.0,0.05,3,70,https://github.com/nepher-ai/nepher-subne,2026-07-30T15:52:08Z,populated,False,yes,unknown,"README.md:52 (""Requires NVIDIA GPU (A100+ recommended), Isaac Sim 5.1 ... NVIDIA Container Toolkit""); also README.md:31 (""--gpus all"") and docker/Dockerfile.sandbox:11 (FROM nvcr.io/nvidia/isaac-sim:5.1.0)",docker,high,"Isaac Sim / Isaac Lab robotics sandbox in Docker with NVIDIA Container Toolkit; no min_compute.yml, no explicit VRAM figure. Only 3 active miners."
51,lium.io,0.0,0.5,51,111,https://github.com/Datura-ai/lium-io,2026-08-10T14:22:34+02:00,populated,False,yes,unknown,"neurons/miners/README.md:140 (""Executors are machines running on GPUs ... The more executors (GPUs) you have, the greater your compensation""); neurons/executor/docker-compose.app.yml:49 (deploy reservations devices ""driver: nvidia"")",docker,high,"GPU-rental compute subnet: miner is a broker plus one or more GPU executor machines needing nvidia-container-toolkit and sysbox-runc. No min_compute.yml, no VRAM floor stated; scoring is by GPU model/count."
55,NIOME,2.000457770656901,0.0005,10,15,https://github.com/genomesio/subnet-niome,2026-07-30T13:27:02Z,populated,True,no,unknown,"min_compute.yml:24 (miner gpu.required: False, no vram keys under the miner gpu block); validator by contrast is min_compute.yml:53 required: True with min_vram 8 (line 54)",python,low,"Miner explicitly CPU-only (16 GB RAM, 4 cores); the GPU requirement applies to validators only. uv + setup.py + entrypoint.sh, no compose. Only 10 active miners, low prune_rank 15."
56,Gradients,72.2941939421683,0.0005,12,96,https://github.com/gradients-ai/G.O.D,2026-08-11T02:11:44+02:00,populated,False,no,unknown,"docs/miner.md:42 (""Validators clone your submitted repository ... run your training script on validator-managed GPUs""); tests/README.md:18 (GPU tests skipped by default so ""local CPU-only development does not need Torch, Transformers, CUDA"")",docker,high,"Tournament model: miner ships a training repo/Docker image, validators execute it on their GPUs (docs/miner.md:443 notes image tasks use 1xH100 on the validator side). No min_compute.yml. Iterating on a competitive training recipe realistically needs own GPUs even though the runtime does not. Burn 72.3%."
61,RedTeam,0.0,0.000792253,46,79,https://github.com/RedTeamSubnet/RedTeam,2026-08-10T08:00:02Z,populated,False,unknown,unknown,none,docker,med,"This clone is the subnet/validator + docs repo; miner node lives in a separate repo (docs/miner/README.md:9 RedTeamSubnet/miner). Miner workflow is: develop a solution, build a Docker image, publish to Docker Hub, submit the commit. No min_compute.yml and no GPU/VRAM statement anywhere in the clone, so GPU need cannot be established from evidence here."
62,Ridges,13.337911039902343,0.0005,6,92,https://github.com/ridgesai/ridges,2026-08-05T17:36:11-04:00,populated,False,unknown,unknown,none,python,low,"Miner writes a single agent.py run through the miners/ CLI; miners/baseline-requirements.txt is CPU-only (httpx, openai, openrouter, tree-sitter, pandas - no torch) and inference goes through a hosted gateway, but no file states a GPU requirement either way, so gpu_required stays unknown per the evidence rule. Docker only on the validator/api side."
64,Chutes,0.0,0.0005,16,112,https://github.com/chutesai/chutes,2026-05-25T13:34:52-04:00,populated,False,yes,unknown,README.md:32,python,high,"This clone is only the chutes CLI/SDK; README.md:5 points miner code to a separate repo (rayonlabs/chutes-miner). GraVal GPU attestation of miner-supplied GPUs (README.md:32-33), images must ship CUDA 12.2-12.6 (README.md:16). No VRAM floor stated for miners; README.md:165 min_vram_gb_per_gpu ge=16 is a chute deployment field, not a miner spec."
66,conjectures,0.0,0.0005,1,21,https://github.com/conjectures-io/conjectures-validator,2026-08-10T17:48:47+02:00,populated,False,unknown,unknown,none,docker,high,"Zero GPU/CUDA/torch matches anywhere in the clone, but no explicit hardware requirements statement either, so gpu_required stays unknown. Validator-only repo (7 docker-compose files, Lean toolchain); miners use a separate conjectures-miner CLI. Miner economics are pay-per-attempt: 0.5 TAO per submission plus a ~20 GB / 30-60 min local verifier build (docs/MINER.md:39-41). Only 1 active miner."
